timestamp_utc,label,server,workload,clients,run,duration_s,rate_per_client_s,payload_bytes,offered,offered_msg_s,completed,completed_by_deadline_msg_s,delivered,delivered_by_deadline_msg_s,delivery_ratio,latency_samples,p50_ms,p95_ms,p99_ms,server_cpu_percent,scheduler_lag_p95_ms,client_disconnects,send_errors,disconnect_reasons
2026-08-07T00:16:32.831249+00:00,epoll-run-1-smoke,/home/dhruv/Documents/Programming/event-driven-chat-server/epoll/server,direct,2,1,1.0,3.0,0,6,6.0,6,6.0,6,6.0,1.0,6,0.2697325,0.35600275,0.36114055,0.0,0.8865830750437453,0,0,
2026-08-07T00:16:34.692650+00:00,epoll-run-1-smoke,/home/dhruv/Documents/Programming/event-driven-chat-server/epoll/server,direct,10,1,1.0,3.0,0,30,30.0,30,30.0,30,30.0,1.0,30,0.2151085,0.33676959999999995,0.35144459,0.0,1.0728726803790778,0,0,
2026-08-07T00:16:36.551536+00:00,epoll-run-1-smoke,/home/dhruv/Documents/Programming/event-driven-chat-server/epoll/server,broadcast,2,1,1.0,3.0,128,3,3.0,3,3.0,3,3.0,1.0,3,0.217712,0.218009,0.21803540000000002,0.0,0.8531290164683014,0,0,
2026-08-07T00:16:38.413898+00:00,epoll-run-1-smoke,/home/dhruv/Documents/Programming/event-driven-chat-server/epoll/server,broadcast,10,1,1.0,3.0,128,27,27.0,27,27.0,243,243.0,1.0,27,0.509559,0.8504246999999999,0.90321548,0.0,1.0328478936571628,0,0,
