timestamp_utc,label,experiment,server,workload,total_connections,active_connections,clients,load_workers,server_affinity,server_affinity_applied,worker_affinity,worker_affinity_applied,run,duration_s,global_offered_rate_s,payload_bytes,offered_operations,sent_operations,missed_offers,offered_msg_s,completed_by_deadline,eventual_completions,completed_by_deadline_msg_s,delivered,delivered_by_deadline_msg_s,inbound_messages_s,outbound_deliveries_s,per_socket_receive_rate_s,fan_out,delivery_ratio,latency_samples,p50_ms,p95_ms,p99_ms,generator_cpu_percent,server_cpu_percent,scheduling_lag_p50_ms,scheduling_lag_p95_ms,scheduling_lag_p99_ms,max_read_service_gap_ms,worker_start_skew_ms,client_disconnects,send_errors,client_partial_sends,client_send_eagain,server_crashed,diagnostic_mode,profile_started,profile_command,profile_events,profile_error,harness_error,server_disconnects,disconnect_reasons,wait_calls,total_events,events_per_wait_p50,events_per_wait_p95,events_per_wait_max,full_event_batches,epoll_ctl_add,epoll_ctl_mod,epoll_ctl_del,immediate_write_successes,partial_writes,send_calls,recv_calls,send_eagain,recv_eagain,bytes_read,bytes_written,queue_overflows,disconnects,queue_high_water_bytes,queue_high_water_messages,missed_offer_ratio,deadline_completion_ratio,cpu_per_completed_request_us,valid,invalid_reasons
2026-08-08T00:24:59.580720+00:00,poll,broadcast,/home/dhruv/Documents/Programming/event-driven-chat-server/poll(2)/server,broadcast,100,100,100,4,0,True,"2,4,5,6",True,1,1.0,25000.0,128,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,99,1.0,0,,,,0.0,,,,,0.0,0.0,0,0,0,0,False,none,False,,,,"client failure during warmup: disconnects=[1, 6, 7, 9, 10, 11, 12, 16, 17, 19, 46, 54, 61, 62, 69, 70, 77, 78, 86, 94] send_errors=7",0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,False,"harness error: client failure during warmup: disconnects=[1, 6, 7, 9, 10, 11, 12, 16, 17, 19, 46, 54, 61, 62, 69, 70, 77, 78, 86, 94] send_errors=7; deadline completion ratio 0.000000 below 0.990000; missed offer ratio 1.000000 above 0.010000; missing scheduler lag; missing latency p99; missing instrumentation: wait_calls,total_events,events_per_wait_p50,events_per_wait_p95,events_per_wait_max,full_event_batches,epoll_ctl_add,epoll_ctl_mod,epoll_ctl_del,immediate_write_successes,partial_writes,send_calls,recv_calls,send_eagain,recv_eagain,bytes_read,bytes_written,queue_overflows,disconnects,queue_high_water_bytes,queue_high_water_messages"
2026-08-08T00:25:00.505310+00:00,epoll,broadcast,/home/dhruv/Documents/Programming/event-driven-chat-server/epoll/server,broadcast,100,100,100,4,0,True,"2,4,5,6",True,1,1.0,25000.0,128,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,99,1.0,0,,,,0.0,,,,,0.0,0.0,0,0,0,0,False,none,False,,,,"client failure during warmup: disconnects=[1, 2, 5, 6, 9, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 77, 81, 85, 90, 94, 97, 98] send_errors=9",0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,False,"harness error: client failure during warmup: disconnects=[1, 2, 5, 6, 9, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 77, 81, 85, 90, 94, 97, 98] send_errors=9; deadline completion ratio 0.000000 below 0.990000; missed offer ratio 1.000000 above 0.010000; missing scheduler lag; missing latency p99; missing instrumentation: wait_calls,total_events,events_per_wait_p50,events_per_wait_p95,events_per_wait_max,full_event_batches,epoll_ctl_add,epoll_ctl_mod,epoll_ctl_del,immediate_write_successes,partial_writes,send_calls,recv_calls,send_eagain,recv_eagain,bytes_read,bytes_written,queue_overflows,disconnects,queue_high_water_bytes,queue_high_water_messages"
