timestamp_utc,label,server,workload,clients,run,duration_s,rate_per_client_s,payload_bytes,offered,offered_msg_s,completed,completed_by_deadline_msg_s,delivered,delivered_by_deadline_msg_s,delivery_ratio,latency_samples,p50_ms,p95_ms,p99_ms,server_cpu_percent,scheduler_lag_p95_ms,client_disconnects,send_errors,disconnect_reasons
2026-07-31T07:46:48.738713+00:00,poll-unlimited,/home/dhruv/Documents/Programming/event-driven-chat-server/server,broadcast,500,1,10.0,2.0,128,9980,998.0,9980,996.4,4980020,497387.0,1.0,9980,11.530596,18.3383037,23.327044619999995,98.79999999999998,4.697795130778102,0,0,
2026-07-31T07:47:01.458570+00:00,poll-unlimited,/home/dhruv/Documents/Programming/event-driven-chat-server/server,broadcast,500,2,10.0,2.0,128,9979,997.9,9979,996.7,4979521,497549.1,1.0,9979,9.722344,14.869007800000002,16.205261059999994,96.8,4.6672818600200126,0,0,
2026-07-31T07:47:14.102836+00:00,poll-unlimited,/home/dhruv/Documents/Programming/event-driven-chat-server/server,broadcast,500,3,10.0,2.0,128,9978,997.8,9978,996.0,4979022,497341.0,1.0,9978,10.602954,18.3717375,24.737385419999963,97.2,4.71921747084707,0,0,
